timestamp,steering_angle,throttle,speed
00:02.976,-0.20024080574512482,1.0,0.0
00:03.199,-0.20024080574512482,0.9512920529058326,0.0
00:03.412,-0.20024080574512482,0.8522562997011298,0.438
00:03.574,-0.12006961554288864,0.9157552299907572,0.0297
00:03.723,-0.07015519589185715,0.43701563941100663,2.3075
00:03.851,-0.10932552069425583,0.0,4.7659
00:03.984,-0.06527485698461533,0.0,6.3319
00:04.113,-0.0781390592455864,0.0,7.7832
00:04.232,-0.1176820620894432,0.0,8.3526
00:04.351,-0.06017540767788887,0.0,8.2597
00:04.471,-0.04701345041394234,0.0,8.1413
00:04.591,-0.07106836885213852,0.09617745237910669,8.04
00:04.713,-0.026473183184862137,0.1829860868776313,7.956
00:04.830,-0.08827053755521774,0.2561500635359708,7.8582
00:04.962,-0.07352840155363083,0.3160675657720734,7.7614
00:05.080,-0.10468970984220505,0.33527359594673867,7.8218
00:05.212,-0.11012064665555954,0.3310354975568003,7.9634
00:05.356,-0.011945772916078568,0.2937092586094625,8.2761
00:05.613,-0.049695778638124466,0.26525274842456514,8.6297
00:05.865,-0.04067640379071236,0.23899054379730866,9.0699
00:06.156,-0.0008457791991531849,0.2149339670127718,9.5606
00:06.469,-0.05419807508587837,0.16372502773182543,10.2212
00:06.834,-0.013478923588991165,0.13725341657915197,10.8167
00:07.138,-0.037390995770692825,0.12866525609267424,11.4142
00:07.479,-0.06244130805134773,0.11490946416639117,11.8918
00:07.782,0.11767048388719559,0.2219387077836189,11.6769
00:08.022,-0.02798168733716011,0.2356942888152301,11.7748
00:08.244,0.031454604119062424,0.22603670277813126,11.9499
00:08.435,0.059500228613615036,0.24556321311462623,11.9608
00:08.591,-0.02937917783856392,0.18842848599361428,12.3265
00:08.775,0.16180677711963654,0.06002458260207022,13.0665
00:08.936,0.17784227430820465,0.04997095314789038,13.3755
00:09.095,0.08835605531930923,0.13701150576239068,13.1593
00:09.248,0.031781863421201706,0.045604072565291504,13.7387
00:09.393,0.05450822040438652,0.10129667712635232,13.6579
00:09.524,-0.009767640382051468,0.15172686451552897,13.5333
00:09.649,-0.06611167639493942,0.1543781134141032,13.5898
00:09.771,-0.05301480367779732,0.30212670284799226,12.9506
00:09.904,-0.0783102735877037,0.2969978543845916,12.9308
00:10.025,-0.020832885056734085,0.27547328010467764,12.9938
00:10.147,-0.07139497250318527,0.14668588185362702,13.5866
00:10.271,-0.03303330019116402,0.11472730034407892,13.8114
00:10.405,-0.00883709266781807,0.08171218300901037,14.06
00:10.642,-0.07921891659498215,0.15411616839181103,13.8433
00:10.882,-0.02923731878399849,0.1752998643033943,13.8305
00:11.145,0.03410167619585991,0.09192302460092612,14.3508
00:11.439,0.11178112775087357,0.24719765485580758,13.6751
00:11.692,0.005057047586888075,0.1256207717093466,14.314
00:11.944,0.006400357466191053,0.11976345174038693,14.468
00:12.189,0.03343726322054863,0.24568106000220608,13.8967
00:12.441,-0.04019050672650337,0.16866315146216346,14.2595
00:12.653,-0.0029307198710739613,0.07437391173649388,14.8136
00:12.851,0.08433360606431961,0.1046460083047441,14.7976
00:13.022,0.0683325007557869,0.055106187543800325,15.1434
00:13.189,0.12801213562488556,0.06815353675441663,15.1986
00:13.321,0.1610211879014969,0.10474652579715492,15.1129
00:13.452,0.12582559883594513,0.2425526609489488,14.4992
00:13.587,0.04003537818789482,0.2600755333924601,14.3559
00:13.715,0.03768796846270561,0.26268461858158937,14.2729
00:13.845,-0.12936417758464813,0.14536669598122137,14.7687
00:13.972,-0.002936620730906725,0.1270059373184038,14.8824
00:14.098,-0.17094694077968597,0.1863961957726407,14.6355
00:14.246,-0.16315023601055145,0.029150482004385553,15.3749
00:14.385,-0.15131114423274994,0.05352619114725014,15.3802
00:14.529,-0.1768556386232376,0.07363621660192347,15.3784
00:14.672,-0.05203868821263313,0.06708347748082413,15.475
00:14.805,-0.058353591710329056,0.23518106813597534,14.7293
00:14.930,-0.10901745408773422,0.13575475223341146,15.1438
00:15.056,-0.2011110633611679,0.2735047523947887,14.5022
00:15.186,-0.05406545475125313,0.27407791826566524,14.4144
00:15.332,-0.03825484588742256,0.10940221278068987,15.12
00:15.459,0.040316950529813766,0.12238577848202103,15.1033
00:15.650,0.03271855041384697,0.1762020479344015,14.876
