timestamp,steering_angle,throttle,speed
00:04.247,-0.20024080574512482,1.0,0.0
00:04.388,-0.20024080574512482,0.9165051102965645,0.0
00:04.577,-0.20024080574512482,0.8962003449905236,0.043800000000000006
00:04.810,-0.2880273759365082,0.8647217722718805,0.054830000000000004
00:05.064,-0.11526631563901901,0.8283012198064037,0.15696700000000002
00:05.332,-0.05907591059803963,0.7783901287216728,0.40708030000000006
00:05.612,-0.10624011605978012,0.7114674141672908,0.84959227
00:05.877,-0.14790238440036774,0.6309406337409947,1.483813043
00:06.152,-0.12204142659902573,0.5345817661612569,2.3112017387000003
00:06.408,-0.06636228412389755,0.4379203248453378,3.28002156483
00:06.652,0.046499621123075485,0.3362267550504223,4.344099408347001
00:06.876,-0.016353148967027664,0.23002535355100773,5.467819467512301
00:07.048,0.1811629682779312,0.13222307612411188,6.617707520761072
00:07.201,0.11787832528352737,0.01722394517394893,7.718656768684965
00:07.357,0.18267770111560822,0.0,8.76476109181647
00:07.488,0.21504206955432892,0.0,9.721514982634822
00:07.621,0.09517110139131546,0.0,10.57672348437134
00:07.749,0.179424449801445,0.0,11.321281135934207
00:07.874,-0.025743145495653152,0.0,11.968053022340786
00:07.997,-0.18911661207675934,0.0,12.515537720106707
00:08.117,0.11484039574861526,0.0,12.988743948096037
00:08.242,-0.007339258212596178,0.0,13.392819553286433
00:08.384,-0.057762522250413895,0.0,13.72986759795779
00:08.517,-0.047451842576265335,0.0,14.00897083816201
00:08.648,-0.07701947540044785,0.0,14.23812375434581
00:08.775,-0.05606048181653023,0.0,14.42001137891123
00:08.907,-0.12695489823818207,0.0,14.559860241020107
00:09.029,-0.0022697639651596546,0.0,14.666634216918098
00:09.153,-0.09661003202199936,0.0,14.744750795226288
00:09.281,-0.023684490472078323,0.0,14.79337571570366
00:09.430,0.005500982981175184,0.022835657548116006,14.818448144133294
00:09.670,-0.006930131930857897,0.05557762808149093,14.819573329719965
00:09.916,-0.11619826406240463,0.09110825016533064,14.80175599674797
00:10.163,-0.0607181079685688,0.11996952685795662,14.760860397073174
00:10.416,-0.020231831818819046,0.14467306991144202,14.693154357365856
00:10.665,-0.02001016214489937,0.16471933685153559,14.613458921629272
00:10.912,-0.013955313712358475,0.1801663235978059,14.530813029466346
00:11.147,0.07868791371583939,0.19093804299901782,14.453641726519713
00:11.418,0.1283886581659317,0.19779056266394968,14.389287553867742
00:11.744,0.1419399529695511,0.1980055514241972,14.347358798480968
00:11.960,0.06709102541208267,0.19566846263936707,14.322072918632871
00:12.126,0.05802715942263603,0.1921628068066622,14.322085626769585
00:12.269,0.07311338931322098,0.18405886601921181,14.351857064092627
00:12.402,0.07130271941423416,0.17447776125817407,14.396271357683364
00:12.532,0.03617466613650322,0.1645429393475776,14.449324221915028
00:12.674,0.07725957781076431,0.15459430003322566,14.509941799723524
00:12.821,-0.054192740470170975,0.1461877057243213,14.572087619751173
00:12.949,0.03764684125781059,0.13842297230828962,14.638158857776055
00:13.077,0.0688992515206337,0.13103666939815659,14.70142297199845
00:13.200,0.045027147978544235,0.12558816598322473,14.760860674798607
00:13.332,0.11335814744234085,0.1208296968638481,14.817914607318746
00:13.469,0.00974942371249199,0.11784066428372439,14.870923146586872
00:13.600,-0.09468590468168259,0.11651283686103442,14.916580831928185
00:13.737,-0.14761249721050262,0.1161647129319692,14.957132748735365
00:13.881,-0.07770701497793198,0.11641193526175422,14.992859473861829
00:14.004,-0.11238005012273788,0.11844016360460653,15.020123526475647
00:14.133,-0.08597695082426071,0.11961930929468376,15.043221173828082
00:14.282,-0.18646256625652313,0.12168379467024983,15.060649056445275
00:14.416,-0.1764662116765976,0.12497572562187306,15.073734150800748
00:14.586,-0.13812710344791412,0.12714614671159677,15.084030735720674
00:14.819,-0.10397972911596298,0.13095141387064663,15.091337662148607
00:15.066,-0.18687693774700165,0.13458693207813496,15.096483895933746
00:15.328,-0.10826756805181503,0.13755543085783128,15.098185506340371
00:15.558,-0.06482934206724167,0.13979084502553496,15.099276955706333
00:15.788,-0.10624384135007858,0.1410062776769073,15.100539260135701
00:16.020,-0.018060315400362015,0.14160532260501707,15.103155334122132
00:16.251,-0.15148459374904633,0.14167978031569736,15.10684980070992
00:16.477,0.06284529715776443,0.14126334036407984,15.11280482063893
00:16.704,0.19452913105487823,0.14035502698156901,15.121414338575038
00:16.910,0.09570503979921341,0.13931616203054037,15.131062904717535
00:17.126,0.23894144594669342,0.13820205875296632,15.141356614245781
00:17.299,0.2972279191017151,0.1374582896810516,15.150820952821203
00:17.443,0.2538345456123352,0.13651687741632404,15.160188857539083
00:17.590,0.077578105032444,0.135916975336434,15.167369971785174
00:17.727,0.09922809153795242,0.13536143935319261,15.174722974606656
00:17.866,-0.01769055798649788,0.13499790085444702,15.18099067714599
00:18.001,-0.0003448617644608021,0.13487778993382057,15.186331609431392
00:18.129,0.02130986377596855,0.1343189342763026,15.192988448488252
00:18.269,-0.012834835797548294,0.13386312945991785,15.199189603639429
00:18.399,-0.16504226624965668,0.13338054973776314,15.206220643275486
00:18.521,-0.14269159734249115,0.13275668165874296,15.213298578947937
00:18.683,-0.07945811003446579,0.13210337993821325,15.221068721053143
00:18.813,0.00029833195731043816,0.13175470918085389,15.22814184894783
00:18.939,0.013852905482053757,0.13183236831581915,15.232097664053047
00:19.069,-0.10803236812353134,0.13179787037462473,15.236327897647742
00:19.197,-0.09491734951734543,0.13173948560391074,15.240465107882969
00:19.342,-0.09865351766347885,0.13142092473361452,15.245498597094672
00:19.467,-0.2071193903684616,0.13165793318009728,15.248408737385205
00:19.741,-0.1852724403142929,0.13191973461761736,15.250357863646684
00:20.119,-0.1614556759595871,0.13245141852802403,15.253792077282016
00:20.440,-0.181505486369133,0.13308668490484074,15.254352869553815
00:20.809,-0.02538083866238594,0.13343008757341135,15.254007582598433
00:21.164,0.028128545731306076,0.13367201963077957,15.25309682433859
00:21.437,0.04653645679354668,0.13370583022479918,15.25214714190473
00:21.692,0.258086621761322,0.13352296350818516,15.251922427714259
00:21.890,0.255240797996521,0.1336880004009735,15.250000184942834
00:22.087,0.18402071297168732,0.13450570447770815,15.24449016644855
00:22.249,0.25451093912124634,0.13567206871357987,15.236301149803694
00:22.388,0.16448242962360382,0.13803659401043958,15.221941034823326
00:22.530,0.3267689347267151,0.13978478255899937,15.209196931340994
00:22.676,0.2427956610918045,0.13857735244324831,15.209387238206896
00:22.810,0.31900137662887573,0.137741285833214,15.208948514386206
00:22.962,0.14298225939273834,0.13718010735384215,15.208193662947584
00:23.090,0.18796266615390778,0.1371108512318825,15.205294296652827
00:23.218,0.10453987866640091,0.13622308416630316,15.206834866987545
00:23.362,-0.07570566982030869,0.13512992533341034,15.210071380288792
